timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume,name
1629968400,1955109,1944225,72,74,Abyssal whip
1629946800,1975418,1972782,99,159,Abyssal whip
1629925200,1979483,1971588,121,151,Abyssal whip
1629903600,1946210,1940413,150,195,Abyssal whip
1629882000,1992569,1988477,40,37,Abyssal whip
1629860400,1996543,1992077,116,137,Abyssal whip
1629838800,1991868,1987597,143,158,Abyssal whip
1629817200,2009486,2006061,147,166,Abyssal whip
1629795600,2010217,2005156,108,92,Abyssal whip
1629774000,2013426,2005653,140,179,Abyssal whip
1629752400,2014874,2009947,159,150,Abyssal whip
1629730800,2015105,2011808,54,118,Abyssal whip
1629709200,2018196,2011566,59,41,Abyssal whip
1629687600,2022386,2018061,226,192,Abyssal whip
1629666000,2031064,2027559,223,219,Abyssal whip
1629644400,2033013,2028713,135,244,Abyssal whip
1629622800,2036146,2032853,111,137,Abyssal whip
1629601200,2034203,2031506,176,224,Abyssal whip
1629579600,2026694,2022406,215,226,Abyssal whip
1629558000,2045144,2039541,132,136,Abyssal whip
1629536400,2048036,2041485,52,51,Abyssal whip
1629514800,2057633,2054056,126,172,Abyssal whip
1629493200,2068621,2061403,97,139,Abyssal whip
1629471600,2076761,2073648,91,177,Abyssal whip
1629450000,2061558,2060530,52,75,Abyssal whip
1629428400,2062018,2057713,262,225,Abyssal whip
1629406800,2059530,2057198,71,159,Abyssal whip
1629385200,2066790,2061689,165,171,Abyssal whip
1629363600,2059557,2056480,25,53,Abyssal whip
1629342000,2059085,2056373,171,218,Abyssal whip
1629320400,2065252,2062399,181,182,Abyssal whip
1629298800,2055006,2051004,235,204,Abyssal whip
1629277200,2073136,2065846,48,65,Abyssal whip
1629255600,2079782,2075381,190,160,Abyssal whip
1629234000,2084811,2080307,164,166,Abyssal whip
1629212400,2091438,2085851,91,120,Abyssal whip
1629190800,2105685,2100854,111,127,Abyssal whip
1629169200,2123267,2117477,138,136,Abyssal whip
1629147600,2118274,2113904,184,226,Abyssal whip
1629126000,2123346,2117028,116,131,Abyssal whip
1629104400,2111344,2107325,94,126,Abyssal whip
1629082800,2139716,2129108,202,167,Abyssal whip
1629061200,2149239,2143092,142,188,Abyssal whip
1629039600,2126394,2119371,142,160,Abyssal whip
1629018000,2166409,2163665,64,146,Abyssal whip
1628996400,2167750,2162366,189,119,Abyssal whip
1628974800,2171328,2167339,202,215,Abyssal whip
1628953200,2158171,2150572,145,158,Abyssal whip
1628931600,2167694,2160622,89,89,Abyssal whip
1628910000,2182578,2176527,151,159,Abyssal whip
1628888400,2176717,2170820,189,190,Abyssal whip
1628866800,2182864,2180070,181,136,Abyssal whip
1628845200,2186134,2180519,77,76,Abyssal whip
1628823600,2190767,2186514,65,189,Abyssal whip
1628802000,2190153,2185674,93,157,Abyssal whip
1628780400,2194731,2191854,73,106,Abyssal whip
1628758800,2194377,2188716,87,56,Abyssal whip
1628737200,2196201,2191811,122,148,Abyssal whip
1628715600,2201670,2197332,188,200,Abyssal whip
1628694000,2195643,2193121,70,137,Abyssal whip
1628672400,2197803,2194591,97,66,Abyssal whip
1628650800,2210044,2206411,215,198,Abyssal whip
1628629200,2210075,2205023,181,242,Abyssal whip
1628607600,2200613,2196890,132,109,Abyssal whip
1628586000,2203148,2195655,56,68,Abyssal whip
1628564400,2206869,2201485,152,127,Abyssal whip
1628542800,2207030,2203797,80,145,Abyssal whip
1628521200,2207839,2204498,26,129,Abyssal whip
1628499600,2217171,2214390,60,63,Abyssal whip
1628478000,2205138,2207216,57,161,Abyssal whip
1628456400,2205598,2201989,190,250,Abyssal whip
1628434800,2227932,2223406,149,159,Abyssal whip
1628413200,2227710,2223520,102,88,Abyssal whip
1628391600,2228331,2223280,181,163,Abyssal whip
1628370000,2229549,2225305,143,130,Abyssal whip
1628348400,2230429,2224518,146,160,Abyssal whip
1628326800,2253536,2246348,35,66,Abyssal whip
1628305200,2240031,2235777,124,227,Abyssal whip
1628283600,2238380,2235065,145,153,Abyssal whip
1628262000,2237974,2231611,135,198,Abyssal whip
1628240400,2246554,2242020,70,86,Abyssal whip
1628218800,2252371,2246556,116,127,Abyssal whip
1628197200,2253763,2250390,172,124,Abyssal whip
1628175600,2256291,2252818,120,204,Abyssal whip
1628154000,2259906,2255076,73,86,Abyssal whip
1628132400,2261252,2255744,186,181,Abyssal whip
1628110800,2258934,2253454,149,123,Abyssal whip
1628089200,2261990,2256067,63,30,Abyssal whip
1628067600,2262001,2255981,68,84,Abyssal whip
1628046000,2259682,2256067,167,196,Abyssal whip
1628024400,2263911,2259055,146,131,Abyssal whip
1628002800,2264669,2260026,99,80,Abyssal whip
1627981200,2271691,2267099,64,69,Abyssal whip
1627959600,2277589,2270478,45,50,Abyssal whip
1627938000,2282566,2278894,218,180,Abyssal whip
1627916400,2287165,2281338,138,102,Abyssal whip
1627894800,2291737,2284701,64,48,Abyssal whip
1627873200,2296306,2290011,131,132,Abyssal whip
1627851600,2290212,2285913,148,143,Abyssal whip
1627830000,2275723,2266903,109,114,Abyssal whip
1627808400,2303262,2295432,51,63,Abyssal whip
1627786800,2309227,2304155,120,234,Abyssal whip
1627765200,2310500,2304898,161,218,Abyssal whip
1627743600,2312078,2305655,56,152,Abyssal whip
1627722000,2306843,2300721,81,80,Abyssal whip
1627700400,2314546,2312013,103,126,Abyssal whip
1627678800,2316110,2311686,199,180,Abyssal whip
1627657200,2322534,2319532,146,128,Abyssal whip
1627635600,2323224,2319583,63,90,Abyssal whip
1627614000,2336360,2332409,132,128,Abyssal whip
1627592400,2335636,2331559,180,137,Abyssal whip
1627570800,2332162,2328458,142,137,Abyssal whip
1627549200,2333900,2328789,87,71,Abyssal whip
1627527600,2339655,2334410,142,182,Abyssal whip
1627506000,2344478,2336662,151,139,Abyssal whip
1627484400,2348147,2340830,72,103,Abyssal whip
1627462800,2358172,2354365,65,73,Abyssal whip
1627441200,2356416,2350541,184,122,Abyssal whip
1627419600,2354783,2346577,239,197,Abyssal whip
1627398000,2355543,2348717,143,110,Abyssal whip
1627376400,2350752,2348054,70,89,Abyssal whip
1627354800,2356571,2352987,68,195,Abyssal whip
1627333200,2362678,2359418,162,173,Abyssal whip
1627311600,2359441,2356353,112,137,Abyssal whip
1627290000,2365922,2361105,65,83,Abyssal whip
1627268400,2360931,2357360,220,192,Abyssal whip
1627246800,2362822,2357659,137,164,Abyssal whip
1627225200,2375126,2371383,219,217,Abyssal whip
1627203600,2372683,2367448,79,77,Abyssal whip
1627182000,2373986,2364434,126,216,Abyssal whip
1627160400,2366035,2361469,219,192,Abyssal whip
1627138800,2362564,2355575,136,175,Abyssal whip
1627117200,2362294,2356481,93,68,Abyssal whip
1627095600,2374204,2368100,151,175,Abyssal whip
1627074000,2352214,2349889,141,131,Abyssal whip
1627052400,2399460,2392336,101,129,Abyssal whip
1627030800,2404083,2400044,67,62,Abyssal whip
1627009200,2392629,2386689,63,101,Abyssal whip
1626987600,2357318,2350722,134,162,Abyssal whip
1626966000,2357747,2350807,174,116,Abyssal whip
1626944400,2402939,2407581,37,110,Abyssal whip
1626922800,2466736,2457963,119,173,Abyssal whip
1626901200,2458473,2454568,93,149,Abyssal whip
1626879600,2466993,2453096,100,110,Abyssal whip
1626858000,2453295,2442858,40,70,Abyssal whip
1626836400,2330966,2325891,146,130,Abyssal whip
1626814800,2331740,2327541,131,181,Abyssal whip
1626793200,2324125,2316129,145,112,Abyssal whip
1626771600,2307130,2299978,50,64,Abyssal whip
1626750000,2295654,2290154,154,188,Abyssal whip
1626728400,2290565,2285708,188,153,Abyssal whip
1626706800,2293021,2286918,120,123,Abyssal whip
1626685200,2261117,2256494,65,64,Abyssal whip
1626663600,2247035,2244062,123,116,Abyssal whip
1626642000,2263251,2259197,154,161,Abyssal whip
1626620400,2292042,2287277,146,93,Abyssal whip
1626598800,2314836,2307651,50,102,Abyssal whip
1626577200,2257659,2250298,22,181,Abyssal whip
1626555600,2221253,2225414,79,141,Abyssal whip
1626534000,2217764,2212721,127,106,Abyssal whip
1626512400,2249259,2240269,30,74,Abyssal whip
1626490800,2219421,2213702,58,116,Abyssal whip
1626469200,2214515,2209736,124,153,Abyssal whip
1626447600,2203188,2197045,106,128,Abyssal whip
1626426000,2200187,2194264,54,50,Abyssal whip
1626404400,2207389,2204141,166,116,Abyssal whip
1626382800,2198178,2193079,135,125,Abyssal whip
1626361200,2200264,2195782,98,120,Abyssal whip
1626339600,2188339,2183975,26,70,Abyssal whip
1626318000,2214760,2198432,206,232,Abyssal whip
1626296400,2224276,2221278,143,200,Abyssal whip
1626274800,2187381,2175997,94,128,Abyssal whip
1626253200,2144602,2139654,46,59,Abyssal whip
1626231600,2137680,2131207,140,106,Abyssal whip
1626210000,2120978,2115553,167,176,Abyssal whip
1626188400,2135101,2129934,142,257,Abyssal whip
1626166800,2132753,2127172,88,116,Abyssal whip
1626145200,2130539,2127478,104,113,Abyssal whip
1626123600,2112156,2108689,160,184,Abyssal whip
1626102000,2108097,2104197,82,105,Abyssal whip
1626080400,2107264,2102383,51,48,Abyssal whip
1626058800,2109089,2103902,97,105,Abyssal whip
1626037200,2107092,2101464,144,141,Abyssal whip
1626015600,2098737,2095539,186,151,Abyssal whip
1625994000,2109139,2102339,65,84,Abyssal whip
1625972400,2103910,2099478,79,160,Abyssal whip
1625950800,2122782,2112776,98,231,Abyssal whip
1625929200,2135522,2121352,110,130,Abyssal whip
1625907600,2090568,2083571,100,91,Abyssal whip
1625886000,2086793,2079036,123,181,Abyssal whip
1625864400,2087430,2082932,198,224,Abyssal whip
1625842800,2077952,2075849,122,134,Abyssal whip
1625821200,2095412,2090276,76,71,Abyssal whip
1625799600,2083235,2080710,94,129,Abyssal whip
1625778000,2077903,2074458,205,187,Abyssal whip
1625756400,2078847,2075641,178,209,Abyssal whip
1625734800,2081120,2076710,12,60,Abyssal whip
1625713200,2082236,2078920,237,173,Abyssal whip
1625691600,2074550,2065635,120,112,Abyssal whip
1625670000,2094407,2088922,139,119,Abyssal whip
1625648400,2074715,2065418,65,57,Abyssal whip
1625626800,2089418,2086110,156,184,Abyssal whip
1625605200,2088226,2085580,104,136,Abyssal whip
1625583600,2087016,2083227,78,127,Abyssal whip
1625562000,2077367,2068809,68,66,Abyssal whip
1625540400,2090484,2085722,197,146,Abyssal whip
1625518800,2090362,2085396,251,268,Abyssal whip
1625497200,2090923,2085383,170,155,Abyssal whip
1625475600,2095816,2088679,63,64,Abyssal whip
1625454000,2096892,2092349,137,186,Abyssal whip
1625432400,2095592,2088969,218,179,Abyssal whip
1625410800,2102402,2092370,139,160,Abyssal whip
1625389200,2096114,2087508,66,62,Abyssal whip
1625367600,2129581,2120890,201,199,Abyssal whip
1625346000,2127868,2121352,212,197,Abyssal whip
1625324400,2111148,2099386,154,103,Abyssal whip
1625302800,2069082,2061403,84,85,Abyssal whip
1625281200,2175974,2166748,125,150,Abyssal whip
1625259600,2183968,2173506,152,178,Abyssal whip
1625238000,2181323,2182255,106,139,Abyssal whip
1625216400,2198042,2191240,44,72,Abyssal whip
1625194800,2196205,2192121,153,150,Abyssal whip
1625173200,2192609,2188205,269,210,Abyssal whip
1625151600,2155093,2157578,81,124,Abyssal whip
1625130000,2201294,2191649,67,48,Abyssal whip
1625108400,2208602,2204384,161,160,Abyssal whip
1625086800,2218436,2204279,62,156,Abyssal whip
1625065200,2214211,2204064,211,128,Abyssal whip
1625043600,2223051,2218188,45,69,Abyssal whip
1625022000,2220809,2215848,148,190,Abyssal whip
1625000400,2223042,2219304,193,183,Abyssal whip
1624978800,2222695,2221671,96,134,Abyssal whip
1624957200,2223985,2219841,36,77,Abyssal whip
1624935600,2224811,2218018,131,225,Abyssal whip
1624914000,2223303,2218959,185,236,Abyssal whip
1624892400,2224529,2218297,154,159,Abyssal whip
1624870800,2230142,2225590,76,55,Abyssal whip
1624849200,2230820,2223254,183,210,Abyssal whip
1624827600,2234994,2228532,124,234,Abyssal whip
1624806000,2239226,2235942,116,154,Abyssal whip
1624784400,2237742,2231194,80,110,Abyssal whip
1624762800,2236240,2230780,142,141,Abyssal whip
1624741200,2246293,2240737,190,266,Abyssal whip
1624719600,2246870,2242451,75,135,Abyssal whip
1624698000,2245372,2241599,71,94,Abyssal whip
1624676400,2238031,2229632,140,147,Abyssal whip
1624654800,2246349,2237929,193,134,Abyssal whip
1624633200,2248016,2242588,140,108,Abyssal whip
1624611600,2247464,2242946,78,67,Abyssal whip
1624590000,2248740,2241055,187,199,Abyssal whip
1624568400,2251881,2245581,101,202,Abyssal whip
1624546800,2255914,2251863,130,126,Abyssal whip
1624525200,2250492,2243990,85,101,Abyssal whip
1624503600,2277721,2262678,137,141,Abyssal whip
1624482000,2261199,2255212,137,150,Abyssal whip
1624460400,2240131,2234983,210,183,Abyssal whip
1624438800,2251189,2246706,73,72,Abyssal whip
1624417200,2251965,2240618,146,193,Abyssal whip
1624395600,2242511,2239306,249,231,Abyssal whip
1624374000,2246234,2240652,63,167,Abyssal whip
1624352400,2234013,2227971,77,81,Abyssal whip
