timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume,name
1642928400,2028330,2013276,60,44,Abyssal whip
1642906800,2024649,2006340,108,86,Abyssal whip
1642885200,2026176,2012418,89,138,Abyssal whip
1642863600,2022949,2013200,62,81,Abyssal whip
1642842000,2022897,1998696,42,33,Abyssal whip
1642820400,2041501,2011014,119,82,Abyssal whip
1642798800,2023412,2000132,128,154,Abyssal whip
1642777200,2019662,2000731,72,75,Abyssal whip
1642755600,2033359,2007414,40,42,Abyssal whip
1642734000,2043427,2018726,112,102,Abyssal whip
1642712400,2029765,2010323,84,113,Abyssal whip
1642690800,2047779,2025692,36,97,Abyssal whip
1642669200,2049209,2043269,30,51,Abyssal whip
1642647600,2036139,2019309,58,119,Abyssal whip
1642626000,2038720,2008354,113,93,Abyssal whip
1642604400,1990612,1951000,1,1,Abyssal whip
1642582800,1977092,1950395,48,76,Abyssal whip
1642561200,2000028,1983283,126,115,Abyssal whip
1642539600,1989655,1967010,156,90,Abyssal whip
1642518000,2008082,1983091,87,82,Abyssal whip
1642496400,1979734,1961363,58,54,Abyssal whip
1642474800,1988340,1965259,105,138,Abyssal whip
1642453200,1983177,1957158,136,149,Abyssal whip
1642431600,1988483,1974409,22,86,Abyssal whip
1642410000,1991275,1973564,53,44,Abyssal whip
1642388400,2010961,1976838,126,115,Abyssal whip
1642366800,2001676,1972429,209,145,Abyssal whip
1642345200,2019212,1993635,183,136,Abyssal whip
1642323600,2028793,2011485,78,81,Abyssal whip
1642302000,2040203,2014821,106,167,Abyssal whip
1642280400,2051975,2026500,122,202,Abyssal whip
1642258800,2050625,2037538,79,108,Abyssal whip
1642237200,2058691,2027476,71,64,Abyssal whip
1642215600,2060027,2038412,141,117,Abyssal whip
1642194000,2052131,2029817,196,147,Abyssal whip
1642172400,2073801,2042186,119,122,Abyssal whip
1642150800,2066079,2034972,83,66,Abyssal whip
1642129200,2055326,2021352,105,120,Abyssal whip
1642107600,2079720,2054222,127,115,Abyssal whip
1642086000,2070642,2049345,133,110,Abyssal whip
1642064400,2089828,2054344,55,61,Abyssal whip
1642042800,2059919,2018037,38,114,Abyssal whip
1642021200,1981024,1959971,138,154,Abyssal whip
1641999600,1993167,1963147,115,120,Abyssal whip
1641978000,1971452,1953171,44,80,Abyssal whip
1641956400,2011804,1985212,118,149,Abyssal whip
1641934800,1968398,1941977,117,121,Abyssal whip
1641913200,1920448,1886659,74,98,Abyssal whip
1641891600,1880317,1870005,26,44,Abyssal whip
